#{"t_start": 1788351415.8851364, "env_id": "None"}
r,l,t
-1530.58639,90,423.229798
-1215.396308,90,423.725178
-1258.962904,90,424.026237
-2069.852612,90,424.444382
-1945.966317,90,424.816338
-2409.489904,90,425.278108
-3361.117194,90,425.743412
-879.46661,90,426.05109
-1273.808645,90,426.373927
-1913.577506,90,426.683757
-2640.726373,90,427.117688
-1108.097356,90,427.583989
-2772.538181,90,427.953818
-1294.013318,90,428.349175
-1028.419904,90,428.769301
-2323.89753,90,430.903847
-2017.974243,90,431.411878
-2763.685504,90,431.76821
-1349.688038,90,432.187205
-2208.582538,90,432.722059
-778.752938,90,433.139388
-1004.979612,90,433.60708
-2321.980521,90,434.096548
-2423.330415,90,434.526222
-2790.721881,90,434.874674
-2961.822844,90,435.286493
-2451.966823,90,435.61812
-1762.841148,90,436.007988
-2966.894774,90,436.346534
-1637.728624,90,436.686833
-3701.489149,90,437.095639
-3478.479756,90,437.500062
-2802.061893,90,437.864577
-1284.725933,90,438.203481
-3090.421176,90,438.61859
-3751.472527,90,439.050537
-2508.993849,90,439.313975
-2596.565082,90,439.782732
-1071.322987,90,441.762191
-2091.131579,90,442.162905
-2205.313258,90,442.527033
-4299.765854,90,442.921903
-1227.010797,90,443.247137
-2002.236007,90,443.643417
-761.524037,90,443.922881
-3349.243268,90,444.245393
-2675.326431,90,444.641423
-1471.570736,90,445.094902
-3352.900412,90,445.466324
-1838.605102,90,445.767447
-3197.225905,90,446.085745
-2348.138817,90,446.454321
-1125.220285,90,446.755707
-1523.887427,90,447.059741
-1208.374553,90,447.321797
-1532.589972,90,447.607348
-2420.945109,90,447.904379
-1712.387604,90,448.287663
-2421.867401,90,448.585315
-1847.672239,90,448.898363
-1608.261039,90,450.704311
-1273.950159,90,450.996563
-1723.985618,90,451.249436
-2157.033442,90,451.608162
-1586.966971,90,452.046924
-1805.767442,90,452.402602
-1108.310838,90,452.790349
-1507.882922,90,452.985488
-1953.951451,90,453.339335
-2888.868283,90,453.718984
-459.954803,90,454.039267
-1826.811241,90,454.353816
-1133.033152,90,454.720335
-2243.36361,90,455.127286
-1970.143173,90,455.462159
-1100.196893,90,455.858149
-1493.006643,90,456.264957
-1741.011416,90,456.716717
-1749.240289,90,457.017378
-745.708295,90,457.362563
-2291.287735,90,457.717796
-2642.15835,90,458.038913
-2492.295835,90,458.323655
-709.755688,90,460.066606
-2471.219101,90,460.335113
-3512.003839,90,460.714557
-2347.379822,90,461.021165
-1308.525175,90,461.385332
-1609.1475,90,461.72905
-922.831984,90,462.060131
-1703.099741,90,462.377114
-922.010673,90,462.627414
-2538.687429,90,462.947398
-1895.85696,90,463.248827
-2386.605351,90,463.574463
-2740.23501,90,463.937817
-2152.776661,90,464.271631
-870.012935,90,464.506043
-1381.333983,90,464.784975
-2859.562265,90,465.200856
-3110.227931,90,465.587569
-3845.5335,90,465.97448
-2165.012813,90,466.299534
-772.052574,90,466.6096
-1283.813444,90,466.94177
-2455.637955,90,467.291767
-2566.779773,90,469.231439
-765.610105,90,469.624115
-2427.376705,90,469.906481
-1748.93648,90,470.190034
-3242.992358,90,470.555336
-4634.289449,90,470.934943
-3343.262056,90,471.21884
-2053.477311,90,471.560105
-2129.564609,90,471.912335
-2004.111732,90,472.274035
-1130.603388,90,472.642104
-1493.430396,90,472.942949
-2896.457788,90,473.384431
-1581.984675,90,473.810549
-1355.890825,90,474.185181
-1842.715763,90,474.568281
-1309.80241,90,474.938284
-2048.37012,90,475.257314
-2105.091007,90,475.629311
-2161.111497,90,475.908309
-993.494891,90,476.245277
-2306.155413,90,476.589668
-2841.797097,90,477.004974
